,date,open,high,low,close,volume,average,barCount
0,2022-10-31 08:00:00,84.97,84.97,84.87,84.87,40.0,84.92,2
1,2022-10-31 09:00:00,84.87,84.87,84.87,84.87,0.0,84.87,0
2,2022-10-31 10:00:00,84.87,84.87,84.87,84.87,0.0,84.87,0
3,2022-10-31 11:00:00,84.87,84.87,84.87,84.87,0.0,84.87,0
4,2022-10-31 12:00:00,84.87,84.87,84.87,84.87,0.0,84.87,0
5,2022-10-31 13:00:00,84.642,84.642,84.57,84.57,76.0,84.6285,6
6,2022-10-31 14:00:00,84.477,84.55,84.477,84.55,150.0,84.5062,6
7,2022-10-31 15:00:00,84.438,84.94,84.394,84.938,164.0,84.5575,8
8,2022-10-31 16:00:00,84.526,84.526,84.441,84.441,246.0,84.4606,3
9,2022-11-01 10:00:00,84.429,84.445,84.429,84.445,160.0,84.437,3
10,2022-11-01 11:00:00,84.284,85.496,84.284,84.566,710.0,84.4372,5
11,2022-11-01 12:00:00,84.451,84.624,84.451,84.624,506.0,84.4983,6
12,2022-11-01 13:00:00,84.7,84.7,84.7,84.7,180.0,84.7,3
13,2022-11-01 14:00:00,84.7,84.7,84.7,84.7,0.0,84.7,0
14,2022-11-01 15:00:00,84.273,84.273,84.273,84.273,460.0,84.273,1
15,2022-11-01 16:00:00,84.183,84.183,84.183,84.183,1000.0,84.183,1
16,2022-11-02 09:00:00,84.705,84.747,84.705,84.705,80.0,84.726,4
17,2022-11-02 10:00:00,84.705,84.705,84.705,84.705,0.0,84.705,0
18,2022-11-02 11:00:00,85.5,85.5,85.5,85.5,20.0,85.5,1
19,2022-11-02 12:00:00,84.6,84.823,84.6,84.723,340.0,84.7379,5
20,2022-11-02 13:00:00,84.62,84.76,84.62,84.76,500.0,84.725,4
21,2022-11-02 14:00:00,84.76,84.76,84.76,84.76,0.0,84.76,0
22,2022-11-02 15:00:00,84.76,84.76,84.76,84.76,0.0,84.76,0
23,2022-11-02 16:00:00,84.76,84.76,84.76,84.76,0.0,84.76,0
24,2022-11-03 10:00:00,84.236,84.438,84.236,84.438,160.0,84.3875,4
25,2022-11-03 11:00:00,84.382,84.482,84.382,84.382,30.0,84.4153,3
26,2022-11-03 12:00:00,83.943,84.083,83.943,84.083,1050.0,83.9497,3
27,2022-11-03 13:00:00,84.22,84.22,84.22,84.22,34.0,84.22,2
28,2022-11-03 14:00:00,84.22,84.587,84.22,84.587,447.0,84.4879,5
29,2022-11-03 15:00:00,84.43,85.282,84.43,84.533,892.0,84.5141,6
30,2022-11-03 16:00:00,84.533,84.533,84.533,84.533,0.0,84.533,0
31,2022-11-04 11:00:00,84.134,84.134,84.134,84.134,4.0,84.134,1
32,2022-11-04 12:00:00,84.106,84.604,84.106,84.604,106.0,84.1721,4
33,2022-11-04 13:00:00,84.604,84.604,84.604,84.604,0.0,84.604,0
34,2022-11-04 14:00:00,84.668,84.668,84.668,84.668,90.0,84.668,3
35,2022-11-04 15:00:00,84.175,84.253,84.175,84.253,500.0,84.2338,3
36,2022-11-04 16:00:00,84.253,84.253,84.253,84.253,0.0,84.253,0
37,2022-11-07 10:00:00,84.2,84.2,83.432,83.937,1240.0,83.5111,10
38,2022-11-07 11:00:00,83.922,84.022,83.922,83.922,645.0,83.9553,3
39,2022-11-07 12:00:00,83.434,83.434,83.434,83.434,4.0,83.434,1
40,2022-11-07 13:00:00,83.96,83.96,83.928,83.928,40.0,83.944,2
41,2022-11-07 14:00:00,83.928,83.928,83.928,83.928,0.0,83.928,0
42,2022-11-07 15:00:00,84.029,84.869,83.999,84.099,210.0,84.1233,5
43,2022-11-07 16:00:00,83.954,84.844,83.954,84.094,36.0,84.2973,3
44,2022-11-08 09:00:00,84.338,84.438,84.338,84.338,60.0,84.3713,3
45,2022-11-08 10:00:00,84.338,84.338,84.338,84.338,0.0,84.338,0
46,2022-11-08 11:00:00,84.58,84.675,84.2,84.293,282.0,84.3997,5
47,2022-11-08 12:00:00,84.293,84.293,84.293,84.293,0.0,84.293,0
48,2022-11-08 13:00:00,84.293,84.293,84.293,84.293,0.0,84.293,0
49,2022-11-08 14:00:00,84.293,84.293,84.293,84.293,0.0,84.293,0
50,2022-11-08 15:00:00,84.627,84.827,84.408,84.408,103.0,84.616,5
51,2022-11-08 16:00:00,84.335,84.335,84.335,84.335,1400.0,84.335,2
52,2022-11-09 10:00:00,84.681,84.781,84.681,84.781,80.0,84.731,2
53,2022-11-09 11:00:00,84.449,84.449,84.449,84.449,2.0,84.449,1
54,2022-11-09 12:00:00,84.652,84.852,84.641,84.641,70.0,84.7203,3
55,2022-11-09 13:00:00,84.804,84.804,84.627,84.682,123.0,84.7043,3
56,2022-11-09 14:00:00,84.682,84.682,84.682,84.682,0.0,84.682,0
57,2022-11-09 15:00:00,85.134,85.134,84.649,84.749,39.0,84.844,3
58,2022-11-09 16:00:00,84.749,84.749,84.749,84.749,0.0,84.749,0
59,2022-11-10 10:00:00,86.157,86.657,86.157,86.273,110.0,86.3795,5
