,date,open,high,low,close,volume,average,barCount
0,2022-10-31 08:00:00,78.972,79.072,78.972,78.972,20.0,78.997,4
1,2022-10-31 09:00:00,78.972,78.972,78.972,78.972,0.0,78.972,0
2,2022-10-31 10:00:00,78.972,78.972,78.972,78.972,0.0,78.972,0
3,2022-10-31 11:00:00,78.972,78.972,78.972,78.972,0.0,78.972,0
4,2022-10-31 12:00:00,78.884,78.884,78.884,78.884,148.0,78.884,2
5,2022-10-31 13:00:00,78.925,78.925,78.925,78.925,40.0,78.925,1
6,2022-10-31 14:00:00,78.77,78.87,78.77,78.77,30.0,78.8033,3
7,2022-10-31 15:00:00,78.77,78.77,78.77,78.77,0.0,78.77,0
8,2022-10-31 16:00:00,78.277,78.277,78.223,78.223,2405.0,78.2679,3
9,2022-11-01 09:00:00,79.08,79.18,79.08,79.08,15.0,79.1133,3
10,2022-11-01 10:00:00,78.669,79.96,78.412,78.412,78.0,79.1662,4
11,2022-11-01 11:00:00,78.412,78.412,78.412,78.412,0.0,78.412,0
12,2022-11-01 12:00:00,78.412,78.412,78.412,78.412,0.0,78.412,0
13,2022-11-01 13:00:00,78.412,78.412,78.412,78.412,0.0,78.412,0
14,2022-11-01 14:00:00,78.549,78.549,78.533,78.533,528.0,78.541,2
15,2022-11-01 15:00:00,78.533,78.533,78.533,78.533,0.0,78.533,0
16,2022-11-01 16:00:00,78.518,78.518,78.518,78.518,24.0,78.518,1
17,2022-11-02 09:00:00,78.779,78.779,78.779,78.779,200.0,78.779,4
18,2022-11-02 10:00:00,78.812,79.994,78.575,78.626,40.0,79.0546,5
19,2022-11-02 11:00:00,78.835,80.017,78.835,80.017,345.0,79.229,3
20,2022-11-02 12:00:00,79.355,80.538,79.355,80.538,105.0,79.753,3
21,2022-11-02 13:00:00,80.538,80.538,80.538,80.538,0.0,80.538,0
22,2022-11-02 14:00:00,78.03,78.03,78.03,78.03,8.0,78.03,2
23,2022-11-02 15:00:00,78.321,78.337,78.321,78.337,400.0,78.329,2
24,2022-11-02 16:00:00,78.225,78.225,78.225,78.225,160.0,78.225,1
25,2022-11-03 10:00:00,77.315,77.829,77.256,77.776,5550.0,77.2884,7
26,2022-11-03 11:00:00,77.61,77.61,77.595,77.595,440.0,77.6025,2
27,2022-11-03 12:00:00,77.595,77.595,77.595,77.595,0.0,77.595,0
28,2022-11-03 13:00:00,77.595,77.595,77.595,77.595,0.0,77.595,0
29,2022-11-03 14:00:00,77.696,77.696,77.696,77.696,240.0,77.696,3
30,2022-11-03 15:00:00,77.52,77.535,77.25,77.25,808.0,77.5248,4
31,2022-11-03 16:00:00,78.044,78.144,77.458,77.458,1468.0,77.4707,4
32,2022-11-04 10:00:00,77.255,77.255,77.255,77.255,200.0,77.255,2
33,2022-11-04 11:00:00,77.712,78.874,77.292,77.292,428.0,77.3652,6
34,2022-11-04 12:00:00,77.386,77.663,77.109,77.663,420.0,77.3068,8
35,2022-11-04 13:00:00,77.725,77.725,77.725,77.725,25.0,77.725,1
36,2022-11-04 14:00:00,77.725,77.725,77.725,77.725,0.0,77.725,0
37,2022-11-04 15:00:00,77.301,77.301,77.301,77.301,40.0,77.301,2
38,2022-11-04 16:00:00,77.301,77.301,77.301,77.301,0.0,77.301,0
39,2022-11-07 09:00:00,77.718,77.718,77.643,77.718,15.0,77.693,3
40,2022-11-07 10:00:00,77.621,77.621,77.621,77.621,120.0,77.621,2
41,2022-11-07 11:00:00,77.778,79.003,77.719,77.819,115.0,78.0412,5
42,2022-11-07 12:00:00,77.819,77.819,77.819,77.819,0.0,77.819,0
43,2022-11-07 13:00:00,77.356,77.856,77.356,77.594,1988.0,77.5743,5
44,2022-11-07 14:00:00,77.594,77.594,77.594,77.594,0.0,77.594,0
