,date,open,high,low,close,volume,average,barCount
0,2022-10-31 09:00:00,71.025,71.025,71.025,71.025,100.0,71.025,1
1,2022-10-31 10:00:00,71.025,71.025,71.025,71.025,0.0,71.025,0
2,2022-10-31 11:00:00,71.025,71.025,71.025,71.025,0.0,71.025,0
3,2022-10-31 12:00:00,71.33,71.33,69.167,69.23,170.0,71.2046,4
4,2022-10-31 13:00:00,69.616,69.669,69.46,69.56,84.0,69.5636,4
5,2022-10-31 14:00:00,70.88,70.88,70.88,70.88,82.0,70.88,1
6,2022-10-31 15:00:00,71.33,72.13,69.46,69.56,128.0,71.3831,4
7,2022-10-31 16:00:00,70.875,70.875,70.875,70.875,50.0,70.875,1
8,2022-11-01 08:00:00,71.0,71.0,68.97,68.97,173.0,69.8266,3
9,2022-11-01 09:00:00,68.97,68.97,68.97,68.97,0.0,68.97,0
10,2022-11-01 10:00:00,69.69,69.69,69.69,69.69,47.0,69.69,1
11,2022-11-01 11:00:00,71.02,71.39,69.876,71.39,124.0,70.9528,6
12,2022-11-01 12:00:00,70.677,71.0,70.677,71.0,900.0,70.809,3
13,2022-11-01 13:00:00,70.035,72.77,69.785,72.77,105.0,70.591,3
14,2022-11-01 14:00:00,70.79,71.37,69.959,69.959,58.0,70.6251,3
15,2022-11-01 15:00:00,70.95,71.013,70.94,70.94,1350.0,70.9627,5
16,2022-11-01 16:00:00,70.94,70.94,70.94,70.94,0.0,70.94,0
17,2022-11-02 09:00:00,71.198,71.198,71.125,71.125,40.0,71.1615,2
18,2022-11-02 10:00:00,69.71,69.744,69.704,69.744,410.0,69.7113,5
19,2022-11-02 11:00:00,69.5,69.96,69.427,69.5,672.0,69.6004,7
20,2022-11-02 12:00:00,69.45,70.87,69.45,70.59,64.0,70.2335,6
21,2022-11-02 13:00:00,70.59,70.59,70.59,70.59,0.0,70.59,0
22,2022-11-02 14:00:00,70.927,71.0,69.371,69.371,63.0,69.4216,3
23,2022-11-02 15:00:00,70.923,70.923,70.85,70.85,80.0,70.8865,2
24,2022-11-02 16:00:00,70.85,70.85,70.85,70.85,0.0,70.85,0
25,2022-11-03 09:00:00,69.45,69.45,69.45,69.45,50.0,69.45,2
26,2022-11-03 10:00:00,69.373,69.373,69.3,69.373,2667.0,69.3487,86
27,2022-11-03 11:00:00,67.671,67.671,67.671,67.671,35.0,67.671,1
28,2022-11-03 12:00:00,68.477,68.55,68.477,68.55,80.0,68.5135,2
29,2022-11-03 13:00:00,69.273,69.273,69.2,69.2,132.0,69.2365,2
30,2022-11-03 14:00:00,71.268,71.268,71.268,71.268,180.0,71.268,1
31,2022-11-03 15:00:00,69.373,69.523,68.001,68.001,1461.0,68.4858,9
32,2022-11-03 16:00:00,69.5,69.67,69.27,69.67,45.0,69.4867,3
33,2022-11-04 10:00:00,68.227,68.3,68.227,68.3,588.0,68.2635,2
34,2022-11-04 11:00:00,69.778,69.778,67.387,67.387,50.0,67.8652,2
35,2022-11-04 12:00:00,67.88,69.0,67.88,69.0,242.0,68.851,6
36,2022-11-04 13:00:00,69.5,69.74,68.54,68.54,1179.0,68.7018,4
37,2022-11-04 14:00:00,69.39,71.15,67.499,68.55,346.0,69.4274,7
38,2022-11-04 15:00:00,68.46,68.55,68.46,68.55,110.0,68.5336,4
39,2022-11-04 16:00:00,68.55,68.55,68.55,68.55,0.0,68.55,0
40,2022-11-07 10:00:00,68.5,68.5,68.077,68.15,622.0,68.1756,4
41,2022-11-07 11:00:00,67.1,67.1,67.1,67.1,26.0,67.1,2
42,2022-11-07 12:00:00,67.671,67.744,67.671,67.744,6.0,67.7075,2
43,2022-11-07 13:00:00,68.89,70.83,68.89,70.83,131.0,69.9892,3
44,2022-11-07 14:00:00,69.37,69.37,69.37,69.37,14.0,69.37,2
45,2022-11-07 15:00:00,68.077,68.15,68.077,68.15,312.0,68.1135,2
46,2022-11-07 16:00:00,68.15,68.15,68.15,68.15,0.0,68.15,0
47,2022-11-08 08:00:00,70.5,71.5,70.5,70.5,2000.0,71.0,4
48,2022-11-08 09:00:00,68.627,69.73,68.627,69.73,840.0,69.6792,3
49,2022-11-08 10:00:00,69.25,69.7,69.25,69.7,2000.0,69.475,2
50,2022-11-08 11:00:00,68.577,69.75,68.577,68.75,1024.0,68.7998,6
51,2022-11-08 12:00:00,69.974,69.974,68.917,68.99,75.0,69.7019,3
52,2022-11-08 13:00:00,68.99,68.99,68.99,68.99,0.0,68.99,0
53,2022-11-08 14:00:00,68.527,69.773,68.105,68.105,1061.0,68.924,10
54,2022-11-08 15:00:00,68.599,69.62,68.151,69.62,304.0,68.4411,5
55,2022-11-08 16:00:00,69.9,69.94,67.145,69.45,910.0,69.3922,5
56,2022-11-09 09:00:00,69.6,69.6,69.6,69.6,10.0,69.6,1
57,2022-11-09 10:00:00,69.373,69.4,68.917,68.99,212.0,69.2542,7
58,2022-11-09 11:00:00,69.97,70.01,68.1,68.1,1789.0,69.3009,6
59,2022-11-09 12:00:00,69.4,69.4,67.657,67.73,12.0,68.8312,4
60,2022-11-09 13:00:00,68.71,68.71,68.71,68.71,41.0,68.71,1
61,2022-11-09 14:00:00,69.268,69.273,69.2,69.273,615.0,69.2654,4
62,2022-11-09 15:00:00,68.677,68.75,67.73,67.73,1234.0,68.6736,4
63,2022-11-09 16:00:00,69.293,69.293,69.22,69.22,200.0,69.2565,2
64,2022-11-10 09:00:00,69.427,69.973,69.427,69.973,617.0,69.5555,8
65,2022-11-10 10:00:00,70.75,70.75,67.647,67.647,2664.0,69.9694,10
66,2022-11-10 11:00:00,69.577,69.65,69.577,69.65,170.0,69.6135,4
67,2022-11-10 12:00:00,70.0,70.0,69.417,69.49,366.0,69.9761,3
68,2022-11-10 13:00:00,70.974,70.974,70.974,70.974,76.0,70.974,1
69,2022-11-10 14:00:00,72.879,72.879,72.879,72.879,10.0,72.879,1
70,2022-11-10 15:00:00,70.037,70.11,70.037,70.11,612.0,70.0711,4
71,2022-11-10 16:00:00,70.11,70.11,70.11,70.11,0.0,70.11,0
72,2022-11-14 09:00:00,70.523,70.523,70.45,70.45,300.0,70.4743,3
73,2022-11-14 10:00:00,70.36,70.36,70.01,70.01,2000.0,70.185,2
74,2022-11-14 11:00:00,69.46,70.07,69.46,69.5,668.0,69.7559,5
75,2022-11-14 12:00:00,70.54,70.54,68.707,69.46,1013.0,69.4836,6
76,2022-11-14 13:00:00,70.54,70.74,69.51,69.51,575.0,70.291,3
77,2022-11-14 14:00:00,68.2,68.5,68.2,68.5,600.0,68.3,3
78,2022-11-14 15:00:00,69.2,71.02,69.2,69.46,1666.0,69.4062,8
79,2022-11-14 16:00:00,69.0,69.5,69.0,69.5,102.0,69.218,7
80,2022-11-15 08:00:00,70.0,70.0,70.0,70.0,201.0,70.0,1
81,2022-11-15 09:00:00,69.427,69.5,69.427,69.5,70.0,69.4635,2
82,2022-11-15 10:00:00,70.5,70.5,70.5,70.5,150.0,70.5,3
83,2022-11-15 11:00:00,70.376,70.376,70.376,70.376,90.0,70.376,2
84,2022-11-15 12:00:00,69.05,70.376,68.936,69.117,249.0,69.4122,7
85,2022-11-15 13:00:00,70.293,70.293,70.22,70.22,666.0,70.2565,2
86,2022-11-15 14:00:00,69.19,70.488,69.117,69.39,380.0,69.3742,8
87,2022-11-15 15:00:00,68.96,72.1,68.96,72.1,142.0,69.5128,2
88,2022-11-15 16:00:00,72.1,72.1,72.1,72.1,0.0,72.1,0
89,2022-11-16 08:00:00,69.517,69.59,69.517,69.59,200.0,69.5535,2
90,2022-11-16 09:00:00,70.988,70.988,70.988,70.988,2.0,70.988,2
91,2022-11-16 10:00:00,70.988,70.988,70.988,70.988,0.0,70.988,0
92,2022-11-16 11:00:00,70.968,71.468,69.517,70.968,440.0,70.7202,10
93,2022-11-16 12:00:00,68.699,70.8,68.699,70.8,256.0,70.4985,6
94,2022-11-16 13:00:00,67.5,70.458,67.5,69.0,385.0,69.6862,5
95,2022-11-16 14:00:00,68.577,71.52,68.477,68.55,1973.0,68.8278,12
96,2022-11-16 15:00:00,70.385,71.785,70.385,71.685,130.0,71.0542,8
97,2022-11-16 16:00:00,71.685,71.685,71.685,71.685,0.0,71.685,0
98,2022-11-17 08:00:00,68.48,68.48,68.48,68.48,12.0,68.48,1
99,2022-11-17 09:00:00,68.69,70.02,68.69,70.02,69.0,68.7286,3
100,2022-11-17 10:00:00,69.87,69.87,69.22,69.22,28.0,69.4521,5
101,2022-11-17 11:00:00,68.5,68.5,68.5,68.5,100.0,68.5,2
102,2022-11-17 12:00:00,68.157,69.885,68.0,68.0,330.0,69.596,12
103,2022-11-17 13:00:00,67.404,67.729,67.404,67.729,200.0,67.5665,2
104,2022-11-17 14:00:00,69.715,69.952,68.717,69.952,165.0,69.2941,7
105,2022-11-17 15:00:00,69.34,70.09,69.34,70.09,300.0,69.59,3
106,2022-11-17 16:00:00,70.09,70.09,70.09,70.09,0.0,70.09,0
107,2022-11-18 10:00:00,69.968,69.968,69.968,69.968,20.0,69.968,2
