,date,open,high,low,close,volume,average,barCount
0,2022-10-31 08:00:00,61.15,61.15,61.15,61.15,24.0,61.15,1
1,2022-10-31 09:00:00,62.4,62.455,62.4,62.455,220.0,62.4275,2
2,2022-10-31 10:00:00,62.455,62.455,62.455,62.455,0.0,62.455,0
3,2022-10-31 11:00:00,62.455,62.455,62.455,62.455,0.0,62.455,0
4,2022-10-31 12:00:00,60.701,61.001,60.701,61.001,50.0,60.851,2
5,2022-10-31 13:00:00,61.197,61.25,61.197,61.25,78.0,61.2235,2
6,2022-10-31 14:00:00,62.799,62.799,62.799,62.799,34.0,62.799,2
7,2022-10-31 15:00:00,61.164,61.164,61.164,61.164,12.0,61.164,1
8,2022-10-31 16:00:00,61.164,61.164,61.164,61.164,0.0,61.164,0
9,2022-11-01 10:00:00,61.21,61.21,61.154,61.154,460.0,61.1844,2
10,2022-11-01 11:00:00,61.154,61.154,61.154,61.154,0.0,61.154,0
11,2022-11-01 12:00:00,62.883,62.883,62.883,62.883,40.0,62.883,1
12,2022-11-01 13:00:00,61.66,61.66,61.66,61.66,85.0,61.66,1
13,2022-11-01 14:00:00,62.252,62.252,62.252,62.252,24.0,62.252,2
14,2022-11-01 15:00:00,62.252,62.252,62.252,62.252,0.0,62.252,0
15,2022-11-01 16:00:00,61.11,61.11,61.01,61.01,500.0,61.06,2
16,2022-11-02 11:00:00,61.05,61.05,60.727,60.8,119.0,60.8429,5
17,2022-11-02 12:00:00,60.601,60.601,60.601,60.601,12.0,60.601,2
18,2022-11-02 13:00:00,61.5,62.3,61.35,61.5,60.0,61.6625,4
19,2022-11-02 14:00:00,61.5,61.5,61.5,61.5,0.0,61.5,0
20,2022-11-02 15:00:00,60.7,61.0,60.7,61.0,153.0,60.8,3
21,2022-11-02 16:00:00,61.0,61.0,61.0,61.0,0.0,61.0,0
22,2022-11-03 10:00:00,61.4,61.7,61.4,61.7,15.0,61.6,3
23,2022-11-03 11:00:00,61.7,61.7,61.7,61.7,0.0,61.7,0
24,2022-11-03 12:00:00,61.1,61.1,61.0,61.0,1140.0,61.05,2
25,2022-11-03 13:00:00,61.0,61.0,61.0,61.0,0.0,61.0,0
26,2022-11-03 14:00:00,59.769,59.894,59.769,59.894,24.0,59.8523,3
27,2022-11-03 15:00:00,60.973,60.973,60.9,60.973,90.0,60.9487,3
28,2022-11-03 16:00:00,60.973,60.973,60.973,60.973,0.0,60.973,0
29,2022-11-04 11:00:00,59.203,59.5,59.203,59.5,20.0,59.3515,2
30,2022-11-04 12:00:00,61.0,61.0,59.5,59.5,2040.0,60.9348,4
31,2022-11-04 13:00:00,59.5,59.5,59.5,59.5,0.0,59.5,0
32,2022-11-04 14:00:00,59.694,59.694,59.632,59.632,28.0,59.663,2
33,2022-11-04 15:00:00,62.5,62.5,62.5,62.5,240.0,62.5,6
34,2022-11-04 16:00:00,62.5,62.5,62.5,62.5,0.0,62.5,0
35,2022-11-07 10:00:00,60.007,60.08,59.927,60.0,604.0,60.0369,4
36,2022-11-07 11:00:00,59.64,59.64,59.64,59.64,20.0,59.64,2
37,2022-11-07 12:00:00,58.55,60.0,58.3,58.3,602.0,59.2413,4
38,2022-11-07 13:00:00,58.3,58.3,58.3,58.3,0.0,58.3,0
39,2022-11-07 14:00:00,60.773,60.773,60.7,60.7,50.0,60.7365,2
40,2022-11-07 15:00:00,60.7,60.7,60.7,60.7,0.0,60.7,0
41,2022-11-07 16:00:00,60.7,60.7,60.7,60.7,0.0,60.7,0
42,2022-11-08 11:00:00,58.538,58.538,58.538,58.538,60.0,58.538,2
43,2022-11-08 12:00:00,58.538,58.538,58.538,58.538,0.0,58.538,0
44,2022-11-08 13:00:00,60.0,60.0,60.0,60.0,120.0,60.0,1
45,2022-11-08 14:00:00,60.0,60.0,60.0,60.0,0.0,60.0,0
46,2022-11-08 15:00:00,62.0,62.0,61.0,61.0,200.0,61.5,2
47,2022-11-08 16:00:00,61.5,62.0,61.5,62.0,300.0,61.75,2
48,2022-11-09 11:00:00,60.42,61.42,60.42,61.42,100.0,60.92,2
49,2022-11-09 12:00:00,61.0,62.0,61.0,61.22,520.0,61.4354,5
50,2022-11-09 13:00:00,60.323,60.323,60.25,60.323,240.0,60.2987,6
51,2022-11-09 14:00:00,60.323,60.323,60.323,60.323,0.0,60.323,0
52,2022-11-09 15:00:00,60.323,60.323,60.323,60.323,0.0,60.323,0
53,2022-11-09 16:00:00,60.323,60.323,60.323,60.323,0.0,60.323,0
54,2022-11-10 10:00:00,61.954,61.954,60.007,60.08,77.0,60.9615,3
55,2022-11-10 11:00:00,62.05,62.05,62.05,62.05,50.0,62.05,1
56,2022-11-10 12:00:00,62.19,62.19,60.875,60.875,270.0,61.362,3
57,2022-11-10 13:00:00,61.937,61.937,61.937,61.937,50.0,61.937,2
58,2022-11-10 14:00:00,61.937,61.937,61.937,61.937,0.0,61.937,0
59,2022-11-10 15:00:00,60.1,60.1,59.582,59.582,305.0,59.8452,5
60,2022-11-10 16:00:00,63.0,63.5,63.0,63.5,1000.0,63.25,4
61,2022-11-14 11:00:00,60.51,62.0,60.0,60.0,918.0,60.5462,6
62,2022-11-14 12:00:00,60.0,60.0,60.0,60.0,0.0,60.0,0
63,2022-11-14 13:00:00,60.0,60.0,60.0,60.0,0.0,60.0,0
64,2022-11-14 14:00:00,60.0,60.0,60.0,60.0,0.0,60.0,0
65,2022-11-14 15:00:00,58.748,60.5,58.748,60.5,178.0,60.2472,3
66,2022-11-14 16:00:00,60.5,60.5,60.5,60.5,0.0,60.5,0
67,2022-11-15 10:00:00,59.061,59.061,59.061,59.061,30.0,59.061,1
68,2022-11-15 11:00:00,63.0,63.0,62.0,62.506,220.0,62.5005,6
69,2022-11-15 12:00:00,62.506,62.506,62.506,62.506,0.0,62.506,0
70,2022-11-15 13:00:00,62.506,62.506,62.506,62.506,0.0,62.506,0
71,2022-11-15 14:00:00,62.0,62.3,62.0,62.3,15.0,62.2,3
72,2022-11-15 15:00:00,62.0,63.0,61.46,61.46,1845.0,62.344,12
73,2022-11-15 16:00:00,61.46,61.46,61.46,61.46,0.0,61.46,0
74,2022-11-16 10:00:00,63.333,63.333,61.939,61.939,20.0,62.636,2
75,2022-11-16 11:00:00,60.937,61.0,60.937,61.0,724.0,60.9685,2
76,2022-11-16 12:00:00,61.1,61.1,61.0,61.0,10.0,61.05,2
